Uniprot_AC,AFDB_Status,AFDB_pLDDT
A0A523RZE5,Found (pLDDT missing),
A0A523RZE3,Found (pLDDT missing),
A0A523RZU9,Found (pLDDT missing),
A0A523RZF2,Found (pLDDT missing),
A0A523RZF7,Found (pLDDT missing),
A0A523RZF5,Found (pLDDT missing),
A0A523RZF4,Found (pLDDT missing),
A0A523RZY1,Found (pLDDT missing),
A0A523RZE9,Found (pLDDT missing),
A0A523RZW1,Found (pLDDT missing),
A0A523RZG6,Found (pLDDT missing),
A0A523RZG4,Found (pLDDT missing),
A0A523RZI7,Found (pLDDT missing),
A0A523RZG5,Found (pLDDT missing),
A0A523RZG3,Found (pLDDT missing),
A0A523RZG2,Found (pLDDT missing),
A0A523RZG1,Found (pLDDT missing),
A0A523RZZ0,Found (pLDDT missing),
A0A523RZF9,Found (pLDDT missing),
A0A523RZW7,Found (pLDDT missing),
A0A523RZH7,Found (pLDDT missing),
A0A523RZH4,Found (pLDDT missing),
A0A523RZJ4,Found (pLDDT missing),
A0A523RZH2,Found (pLDDT missing),
A0A523RZH3,Found (pLDDT missing),
A0A523RZG9,Found (pLDDT missing),
A0A523S001,Found (pLDDT missing),
A0A523RZH0,Found (pLDDT missing),
A0A523RZI4,Found (pLDDT missing),
A0A523RZI3,Found (pLDDT missing),
A0A523RZI2,Found (pLDDT missing),
A0A523RZI1,Found (pLDDT missing),
A0A523RZJ6,Found (pLDDT missing),
A0A523RZL6,Found (pLDDT missing),
A0A523RZK1,Found (pLDDT missing),
A0A523RZI9,Found (pLDDT missing),
A0A523RZI8,Found (pLDDT missing),
A0A523RZI6,Found (pLDDT missing),
A0A523S017,Found (pLDDT missing),
A0A523RZJ3,Found (pLDDT missing),
A0A523RZZ8,Found (pLDDT missing),
A0A523RZL0,Found (pLDDT missing),
A0A523RZK6,Found (pLDDT missing),
A0A523RZK3,Found (pLDDT missing),
A0A523S005,Found (pLDDT missing),
A0A523RZL7,Found (pLDDT missing),
A0A523RZP0,Found (pLDDT missing),
A0A523RZM0,Found (pLDDT missing),
A0A523S038,Found (pLDDT missing),
A0A523RZL2,Found (pLDDT missing),
A0A523S018,Found (pLDDT missing),
A0A523RZN0,Found (pLDDT missing),
A0A523RZM7,Found (pLDDT missing),
A0A523RZP8,Found (pLDDT missing),
A0A523RZM9,Found (pLDDT missing),
A0A523RZL9,Found (pLDDT missing),
A0A523RZL8,Found (pLDDT missing),
A0A523RZM1,Found (pLDDT missing),
A0A523S047,Found (pLDDT missing),
A0A523RZM2,Found (pLDDT missing),
A0A523S025,Found (pLDDT missing),
A0A523RZN8,Found (pLDDT missing),
A0A523RZN4,Found (pLDDT missing),
A0A523RZP1,Found (pLDDT missing),
A0A523RZM6,Found (pLDDT missing),
A0A523RZN1,Found (pLDDT missing),
A0A523RZN2,Found (pLDDT missing),
A0A523S036,Found (pLDDT missing),
A0A523RZQ0,Found (pLDDT missing),
A0A523RZN9,Found (pLDDT missing),
A0A523S064,Found (pLDDT missing),
A0A523RZP6,Found (pLDDT missing),
A0A523S046,Found (pLDDT missing),
A0A523RZR2,Found (pLDDT missing),
A0A523RZR0,Found (pLDDT missing),
A0A523RZP4,Found (pLDDT missing),
A0A523RZP7,Found (pLDDT missing),
A0A523RZP2,Found (pLDDT missing),
A0A523RZQ2,Found (pLDDT missing),
A0A523S056,Found (pLDDT missing),
A0A523RZS5,Found (pLDDT missing),
A0A523RZQ3,Found (pLDDT missing),
A0A523RZR4,Found (pLDDT missing),
A0A523S068,Found (pLDDT missing),
A0A523RZR6,Found (pLDDT missing),
A0A523RZR7,Found (pLDDT missing),
A0A523S099,Found (pLDDT missing),
A0A523RZS4,Found (pLDDT missing),
A0A523S074,Found (pLDDT missing),
A0A523RZU1,Found (pLDDT missing),
A0A523RZT4,Found (pLDDT missing),
A0A523RZS6,Found (pLDDT missing),
A0A523RZS3,Found (pLDDT missing),
A0A523S0B3,Found (pLDDT missing),
A0A523RZT7,Found (pLDDT missing),
A0A523S084,Found (pLDDT missing),
A0A523RZV1,Found (pLDDT missing),
A0A523RZU7,Found (pLDDT missing),
A0A523RZW2,Found (pLDDT missing),
A0A523RZU2,Found (pLDDT missing),
A0A523RZT6,Found (pLDDT missing),
A0A523RZW0,Found (pLDDT missing),
A0A523RZV2,Found (pLDDT missing),
A0A523RZV6,Found (pLDDT missing),
A0A523RZU3,Found (pLDDT missing),
A0A523RZU8,Found (pLDDT missing),
A0A523RZU4,Found (pLDDT missing),
A0A523S0A4,Found (pLDDT missing),
A0A523RZX0,Found (pLDDT missing),
A0A523RZW3,Found (pLDDT missing),
A0A523RZY2,Found (pLDDT missing),
A0A523RZW9,Found (pLDDT missing),
A0A523RZV4,Found (pLDDT missing),
A0A523S0B7,Found (pLDDT missing),
A0A523RZY0,Found (pLDDT missing),
A0A523RZX1,Found (pLDDT missing),
A0A523RZZ1,Found (pLDDT missing),
A0A523RZX7,Found (pLDDT missing),
A0A523RZW4,Found (pLDDT missing),
A0A523RZX4,Found (pLDDT missing),
A0A523RZW6,Found (pLDDT missing),
A0A523S0F9,Found (pLDDT missing),
A0A523RZX5,Found (pLDDT missing),
A0A523S0D1,Found (pLDDT missing),
A0A523RZY4,Found (pLDDT missing),
A0A523S000,Found (pLDDT missing),
A0A523RZY6,Found (pLDDT missing),
A0A523RZX2,Found (pLDDT missing),
A0A523RZY3,Found (pLDDT missing),
A0A523RZX6,Found (pLDDT missing),
A0A523S0G9,Found (pLDDT missing),
A0A523RZZ3,Found (pLDDT missing),
A0A523S009,Found (pLDDT missing),
A0A523RZZ4,Found (pLDDT missing),
A0A523RZX9,Found (pLDDT missing),
A0A523RZZ2,Found (pLDDT missing),
A0A523RZY8,Found (pLDDT missing),
A0A523S0H7,Found (pLDDT missing),
A0A523RZZ9,Found (pLDDT missing),
A0A523S0F4,Found (pLDDT missing),
A0A523S011,Found (pLDDT missing),
A0A523S003,Found (pLDDT missing),
A0A523S002,Found (pLDDT missing),
A0A523RZZ7,Found (pLDDT missing),
A0A523S0I5,Found (pLDDT missing),
A0A523S006,Found (pLDDT missing),
A0A523S0G8,Found (pLDDT missing),
A0A523S019,Found (pLDDT missing),
A0A523S007,Found (pLDDT missing),
A0A523S014,Found (pLDDT missing),
A0A523S027,Found (pLDDT missing),
A0A523S020,Found (pLDDT missing),
A0A523S023,Found (pLDDT missing),
A0A523S022,Found (pLDDT missing),
A0A523S0K5,Found (pLDDT missing),
A0A523S026,Found (pLDDT missing),
A0A523S0I2,Found (pLDDT missing),
A0A523S041,Found (pLDDT missing),
A0A523S024,Found (pLDDT missing),
A0A523S053,Found (pLDDT missing),
A0A523S039,Found (pLDDT missing),
A0A523S030,Found (pLDDT missing),
A0A523S033,Found (pLDDT missing),
A0A523S040,Found (pLDDT missing),
A0A523S0M4,Found (pLDDT missing),
A0A523S043,Found (pLDDT missing),
A0A523S0L0,Found (pLDDT missing),
A0A523S059,Found (pLDDT missing),
A0A523S045,Found (pLDDT missing),
A0A523S078,Found (pLDDT missing),
A0A523S049,Found (pLDDT missing),
A0A523S052,Found (pLDDT missing),
A0A523S050,Found (pLDDT missing),
A0A523S0N5,Found (pLDDT missing),
A0A523S089,Found (pLDDT missing),
A0A523S071,Found (pLDDT missing),
A0A523S060,Found (pLDDT missing),
A0A523S061,Found (pLDDT missing),
A0A523S058,Found (pLDDT missing),
A0A523S0Q0,Found (pLDDT missing),
A0A523S069,Found (pLDDT missing),
A0A523S0N1,Found (pLDDT missing),
A0A523S077,Found (pLDDT missing),
A0A523S067,Found (pLDDT missing),
A0A523S0A1,Found (pLDDT missing),
A0A523S083,Found (pLDDT missing),
A0A523S070,Found (pLDDT missing),
A0A523S072,Found (pLDDT missing),
A0A523S0Q1,Found (pLDDT missing),
A0A523S096,Found (pLDDT missing),
A0A523S088,Found (pLDDT missing),
A0A523S0C3,Found (pLDDT missing),
A0A523S098,Found (pLDDT missing),
A0A523S085,Found (pLDDT missing),
A0A523S092,Found (pLDDT missing),
A0A523S081,Found (pLDDT missing),
A0A523S0B2,Found (pLDDT missing),
A0A523S095,Found (pLDDT missing),
A0A523S090,Found (pLDDT missing),
A0A523S0U0,Found (pLDDT missing),
A0A523S0A5,Found (pLDDT missing),
A0A523S0R6,Found (pLDDT missing),
A0A523S0A8,Found (pLDDT missing),
A0A523S0A9,Found (pLDDT missing),
A0A523S0E7,Found (pLDDT missing),
A0A523S0C1,Found (pLDDT missing),
A0A523S0B5,Found (pLDDT missing),
A0A523S0S4,Found (pLDDT missing),
A0A523S0B9,Found (pLDDT missing),
A0A523S0F2,Found (pLDDT missing),
A0A523S0C6,Found (pLDDT missing),
A0A523S0B0,Found (pLDDT missing),
A0A523S0C2,Found (pLDDT missing),
A0A523S0B6,Found (pLDDT missing),
A0A523S0C9,Found (pLDDT missing),
A0A523S0C7,Found (pLDDT missing),
A0A523S0G1,Found (pLDDT missing),
A0A523S0D3,Found (pLDDT missing),
A0A523S0C0,Found (pLDDT missing),
A0A523S0C4,Found (pLDDT missing),
A0A523S0H0,Found (pLDDT missing),
A0A523S0E2,Found (pLDDT missing),
A0A523S0D2,Found (pLDDT missing),
A0A523S0D6,Found (pLDDT missing),
A0A523S0E9,Found (pLDDT missing),
A0A523S0E8,Found (pLDDT missing),
A0A523S0I0,Found (pLDDT missing),
A0A523S0F1,Found (pLDDT missing),
A0A523S0E3,Found (pLDDT missing),
A0A523S0E6,Found (pLDDT missing),
A0A523S0E4,Found (pLDDT missing),
A0A523S0Y4,Found (pLDDT missing),
A0A523S0W2,Found (pLDDT missing),
A0A523S0G0,Found (pLDDT missing),
A0A523S0F5,Found (pLDDT missing),
A0A523S0J1,Found (pLDDT missing),
A0A523S0G5,Found (pLDDT missing),
A0A523S0F3,Found (pLDDT missing),
A0A523S0F7,Found (pLDDT missing),
A0A523S0F8,Found (pLDDT missing),
A0A523S0H3,Found (pLDDT missing),
A0A523S0G2,Found (pLDDT missing),
A0A523S0K1,Found (pLDDT missing),
A0A523S0H8,Found (pLDDT missing),
A0A523S0G3,Found (pLDDT missing),
A0A523S0G7,Found (pLDDT missing),
A0A523S0G4,Found (pLDDT missing),
A0A523S108,Found (pLDDT missing),
A0A523S0H6,Found (pLDDT missing),
A0A523S0I6,Found (pLDDT missing),
A0A523S0H5,Found (pLDDT missing),
A0A523S0L2,Found (pLDDT missing),
A0A523S0I1,Found (pLDDT missing),
A0A523S0H2,Found (pLDDT missing),
A0A523S0H4,Found (pLDDT missing),
A0A523S0H9,Found (pLDDT missing),
A0A523S0Z8,Found (pLDDT missing),
A0A523S0I9,Found (pLDDT missing),
A0A523S0M1,Found (pLDDT missing),
A0A523S0J0,Found (pLDDT missing),
A0A523S0I3,Found (pLDDT missing),
A0A523S0I8,Found (pLDDT missing),
A0A523S0I7,Found (pLDDT missing),
A0A523S0J9,Found (pLDDT missing),
A0A523S106,Found (pLDDT missing),
A0A523S0K3,Found (pLDDT missing),
A0A523S0J5,Found (pLDDT missing),
A0A523S0N0,Found (pLDDT missing),
A0A523S0K0,Found (pLDDT missing),
A0A523S0J2,Found (pLDDT missing),
A0A523S0J7,Found (pLDDT missing),
A0A523S0L4,Found (pLDDT missing),
A0A523S0K4,Found (pLDDT missing),
A0A523S147,Found (pLDDT missing),
A0A523S0L6,Found (pLDDT missing),
A0A523S121,Found (pLDDT missing),
A0A523S0M3,Found (pLDDT missing),
A0A523S0L8,Found (pLDDT missing),
A0A523S0L3,Found (pLDDT missing),
A0A523S0L7,Found (pLDDT missing),
A0A523S158,Found (pLDDT missing),
A0A523S0M2,Found (pLDDT missing),
A0A523S0M6,Found (pLDDT missing),
A0A523S0Q7,Found (pLDDT missing),
A0A523S0M5,Found (pLDDT missing),
A0A523S0M9,Found (pLDDT missing),
A0A523S0M7,Found (pLDDT missing),
A0A523S0M8,Found (pLDDT missing),
A0A523S168,Found (pLDDT missing),
A0A523S0N7,Found (pLDDT missing),
A0A523S139,Found (pLDDT missing),
A0A523S0R7,Found (pLDDT missing),
A0A523S0N3,Found (pLDDT missing),
A0A523S0N8,Found (pLDDT missing),
A0A523S0P1,Found (pLDDT missing),
A0A523S0P5,Found (pLDDT missing),
A0A523S151,Found (pLDDT missing),
A0A523S0Q2,Found (pLDDT missing),
A0A523S0P2,Found (pLDDT missing),
A0A523S0S5,Found (pLDDT missing),
A0A523S0P7,Found (pLDDT missing),
A0A523S0P6,Found (pLDDT missing),
A0A523S0P8,Found (pLDDT missing),
A0A523S190,Found (pLDDT missing),
A0A523S0Q6,Found (pLDDT missing),
A0A523S167,Found (pLDDT missing),
A0A523S0R2,Found (pLDDT missing),
A0A523S0Q3,Found (pLDDT missing),
A0A523S0Q9,Found (pLDDT missing),
A0A523S0R0,Found (pLDDT missing),
A0A523S1A0,Found (pLDDT missing),
A0A523S0S1,Found (pLDDT missing),
A0A523S180,Found (pLDDT missing),
A0A523S0U6,Found (pLDDT missing),
A0A523S0R5,Found (pLDDT missing),
A0A523S0R3,Found (pLDDT missing),
A0A523S0R8,Found (pLDDT missing),
A0A523S0T1,Found (pLDDT missing),
A0A523S0S8,Found (pLDDT missing),
A0A523S0V2,Found (pLDDT missing),
A0A523S0S9,Found (pLDDT missing),
A0A523S0S7,Found (pLDDT missing),
A0A523S0S6,Found (pLDDT missing),
A0A523S0S2,Found (pLDDT missing),
A0A523S1B8,Found (pLDDT missing),
A0A523S0U2,Found (pLDDT missing),
A0A523S1A3,Found (pLDDT missing),
A0A523S0U1,Found (pLDDT missing),
A0A523S0T4,Found (pLDDT missing),
A0A523S0T3,Found (pLDDT missing),
A0A523S1C7,Found (pLDDT missing),
A0A523S0V6,Found (pLDDT missing),
A0A523S0V1,Found (pLDDT missing),
A0A523S0X2,Found (pLDDT missing),
A0A523S0U9,Found (pLDDT missing),
A0A523S0U4,Found (pLDDT missing),
A0A523S0U3,Found (pLDDT missing),
A0A523S1D8,Found (pLDDT missing),
A0A523S0W6,Found (pLDDT missing),
A0A523S1C8,Found (pLDDT missing),
A0A523S0W1,Found (pLDDT missing),
A0A523S0V3,Found (pLDDT missing),
A0A523S0Y3,Found (pLDDT missing),
A0A523S0W0,Found (pLDDT missing),
A0A523S0V7,Found (pLDDT missing),
A0A523S0X4,Found (pLDDT missing),
A0A523S1E0,Found (pLDDT missing),
A0A523S0W9,Found (pLDDT missing),
A0A523S0W3,Found (pLDDT missing),
A0A523S0Z1,Found (pLDDT missing),
A0A523S0W8,Found (pLDDT missing),
A0A523S0X0,Found (pLDDT missing),
A0A523S0X3,Found (pLDDT missing),
A0A523S0W5,Found (pLDDT missing),
A0A523S1F8,Found (pLDDT missing),
A0A523S0Y2,Found (pLDDT missing),
A0A523S1E9,Found (pLDDT missing),
A0A523S0Y0,Found (pLDDT missing),
A0A523S0X7,Found (pLDDT missing),
A0A523S100,Found (pLDDT missing),
A0A523S0X8,Found (pLDDT missing),
A0A523S0X9,Found (pLDDT missing),
A0A523S0Z0,Found (pLDDT missing),
A0A523S1F9,Found (pLDDT missing),
A0A523S113,Found (pLDDT missing),
A0A523S0Y8,Found (pLDDT missing),
A0A523S0Y9,Found (pLDDT missing),
A0A523S0Z4,Found (pLDDT missing),
A0A523S0Y5,Found (pLDDT missing),
A0A523S1I0,Found (pLDDT missing),
A0A523S101,Found (pLDDT missing),
A0A523S1G9,Found (pLDDT missing),
A0A523S103,Found (pLDDT missing),
A0A523S0Z3,Found (pLDDT missing),
A0A523S125,Found (pLDDT missing),
A0A523S0Z7,Found (pLDDT missing),
A0A523S0Z9,Found (pLDDT missing),
A0A523S104,Found (pLDDT missing),
A0A523S0Z5,Found (pLDDT missing),
A0A523S1I5,Found (pLDDT missing),
A0A523S110,Found (pLDDT missing),
A0A523S105,Found (pLDDT missing),
A0A523S109,Found (pLDDT missing),
A0A523S114,Found (pLDDT missing),
A0A523S107,Found (pLDDT missing),
A0A523S1J8,Found (pLDDT missing),
A0A523S124,Found (pLDDT missing),
A0A523S1I8,Found (pLDDT missing),
A0A523S123,Found (pLDDT missing),
A0A523S144,Found (pLDDT missing),
A0A523S117,Found (pLDDT missing),
A0A523S119,Found (pLDDT missing),
A0A523S122,Found (pLDDT missing),
A0A523S1K6,Found (pLDDT missing),
A0A523S1J9,Found (pLDDT missing),
A0A523S133,Found (pLDDT missing),
A0A523S118,Found (pLDDT missing),
A0A523S152,Found (pLDDT missing),
A0A523S127,Found (pLDDT missing),
A0A523S150,Found (pLDDT missing),
A0A523S141,Found (pLDDT missing),
A0A523S170,Found (pLDDT missing),
A0A523S146,Found (pLDDT missing),
A0A523S1N7,Found (pLDDT missing),
A0A523S165,Found (pLDDT missing),
A0A523S1M8,Found (pLDDT missing),
A0A523S164,Found (pLDDT missing),
A0A523S153,Found (pLDDT missing),
A0A523S178,Found (pLDDT missing),
A0A523S156,Found (pLDDT missing),
A0A523S159,Found (pLDDT missing),
A0A523S161,Found (pLDDT missing),
A0A523S157,Found (pLDDT missing),
A0A523S1Q0,Found (pLDDT missing),
A0A523S175,Found (pLDDT missing),
A0A523S1N9,Found (pLDDT missing),
A0A523S177,Found (pLDDT missing),
A0A523S166,Found (pLDDT missing),
A0A523S187,Found (pLDDT missing),
A0A523S162,Found (pLDDT missing),
A0A523S169,Found (pLDDT missing),
A0A523S173,Found (pLDDT missing),
A0A523S186,Found (pLDDT missing),
A0A523S179,Found (pLDDT missing),
A0A523S196,Found (pLDDT missing),
A0A523S172,Found (pLDDT missing),
A0A523S176,Found (pLDDT missing),
A0A523S174,Found (pLDDT missing),
A0A523S171,Found (pLDDT missing),
A0A523S1S0,Found (pLDDT missing),
A0A523S193,Found (pLDDT missing),
A0A523S1R1,Found (pLDDT missing),
A0A523S197,Found (pLDDT missing),
A0A523S188,Found (pLDDT missing),
A0A523S183,Found (pLDDT missing),
A0A523S1T7,Found (pLDDT missing),
A0A523S1A4,Found (pLDDT missing),
A0A523S1S5,Found (pLDDT missing),
A0A523S1A1,Found (pLDDT missing),
A0A523S189,Found (pLDDT missing),
A0A523S1U7,Found (pLDDT missing),
A0A523S1B3,Found (pLDDT missing),
A0A523S1T6,Found (pLDDT missing),
A0A523S1C3,Found (pLDDT missing),
A0A523S1A8,Found (pLDDT missing),
A0A523S1C6,Found (pLDDT missing),
A0A523S198,Found (pLDDT missing),
A0A523S1A2,Found (pLDDT missing),
A0A523S1A9,Found (pLDDT missing),
A0A523S1A6,Found (pLDDT missing),
A0A523S1V6,Found (pLDDT missing),
A0A523S1C4,Found (pLDDT missing),
A0A523S1U0,Found (pLDDT missing),
A0A523S1D5,Found (pLDDT missing),
A0A523S1B7,Found (pLDDT missing),
A0A523S1D7,Found (pLDDT missing),
A0A523S1B0,Found (pLDDT missing),
A0A523S1B1,Found (pLDDT missing),
A0A523S1B5,Found (pLDDT missing),
A0A523S1B6,Found (pLDDT missing),
A0A523S1X1,Found (pLDDT missing),
A0A523S1D2,Found (pLDDT missing),
A0A523S1V1,Found (pLDDT missing),
A0A523S1E5,Found (pLDDT missing),
A0A523S1C5,Found (pLDDT missing),
A0A523S1E7,Found (pLDDT missing),
A0A523S1B9,Found (pLDDT missing),
A0A523S1C2,Found (pLDDT missing),
A0A523S1C9,Found (pLDDT missing),
A0A523S1X6,Found (pLDDT missing),
A0A523S1E1,Found (pLDDT missing),
A0A523S1X0,Found (pLDDT missing),
A0A523S1F3,Found (pLDDT missing),
A0A523S1D3,Found (pLDDT missing),
A0A523S1F7,Found (pLDDT missing),
A0A523S1C1,Found (pLDDT missing),
A0A523S1D1,Found (pLDDT missing),
A0A523S1D9,Found (pLDDT missing),
A0A523S1Y4,Found (pLDDT missing),
A0A523S1F5,Found (pLDDT missing),
A0A523S1X3,Found (pLDDT missing),
A0A523S1E2,Found (pLDDT missing),
A0A523S1G6,Found (pLDDT missing),
A0A523S1F0,Found (pLDDT missing),
A0A523S1E6,Found (pLDDT missing),
A0A523S1Z1,Found (pLDDT missing),
A0A523S1Z4,Found (pLDDT missing),
A0A523S1I6,Found (pLDDT missing),
A0A523S1G1,Found (pLDDT missing),
A0A523S1I7,Found (pLDDT missing),
A0A523S1F4,Found (pLDDT missing),
A0A523S1G3,Found (pLDDT missing),
A0A523S1H1,Found (pLDDT missing),
A0A523S1G4,Found (pLDDT missing),
A0A523S219,Found (pLDDT missing),
A0A523S1I2,Found (pLDDT missing),
A0A523S1Z8,Found (pLDDT missing),
A0A523S1J4,Found (pLDDT missing),
A0A523S1H0,Found (pLDDT missing),
A0A523S1G7,Found (pLDDT missing),
A0A523S1H6,Found (pLDDT missing),
A0A523S1H8,Found (pLDDT missing),
A0A523S1H3,Found (pLDDT missing),
A0A523S223,Found (pLDDT missing),
A0A523S1K7,Found (pLDDT missing),
A0A523S1H7,Found (pLDDT missing),
A0A523S1J1,Found (pLDDT missing),
A0A523S1I9,Found (pLDDT missing),
A0A523S1I1,Found (pLDDT missing),
A0A523S236,Found (pLDDT missing),
A0A523S1J6,Found (pLDDT missing),
A0A523S208,Found (pLDDT missing),
A0A523S1M3,Found (pLDDT missing),
A0A523S1J2,Found (pLDDT missing),
A0A523S1M1,Found (pLDDT missing),
A0A523S1J0,Found (pLDDT missing),
A0A523S1K1,Found (pLDDT missing),
A0A523S1K0,Found (pLDDT missing),
A0A523S1J3,Found (pLDDT missing),
A0A523S254,Found (pLDDT missing),
A0A523S1K3,Found (pLDDT missing),
A0A523S1N1,Found (pLDDT missing),
A0A523S1J5,Found (pLDDT missing),
A0A523S1K4,Found (pLDDT missing),
A0A523S1L2,Found (pLDDT missing),
A0A523S1K2,Found (pLDDT missing),
A0A523S263,Found (pLDDT missing),
A0A523S237,Found (pLDDT missing),
A0A523S1L1,Found (pLDDT missing),
A0A523S275,Found (pLDDT missing),
A0A523S1M9,Found (pLDDT missing),
A0A523S241,Found (pLDDT missing),
A0A523S1Q1,Found (pLDDT missing),
A0A523S1L5,Found (pLDDT missing),
A0A523S1P8,Found (pLDDT missing),
A0A523S1L7,Found (pLDDT missing),
A0A523S1M6,Found (pLDDT missing),
A0A523S1N3,Found (pLDDT missing),
A0A523S1M2,Found (pLDDT missing),
A0A523S286,Found (pLDDT missing),
A0A523S1N8,Found (pLDDT missing),
A0A523S1Q7,Found (pLDDT missing),
A0A523S1M5,Found (pLDDT missing),
A0A523S255,Found (pLDDT missing),
A0A523S1R7,Found (pLDDT missing),
A0A523S1N5,Found (pLDDT missing),
A0A523S1N4,Found (pLDDT missing),
A0A523S1P6,Found (pLDDT missing),
A0A523S1Q4,Found (pLDDT missing),
A0A523S1P1,Found (pLDDT missing),
A0A523S2A6,Found (pLDDT missing),
A0A523S1P5,Found (pLDDT missing),
A0A523S1T5,Found (pLDDT missing),
A0A523S1P4,Found (pLDDT missing),
A0A523S1Q8,Found (pLDDT missing),
A0A523S1R6,Found (pLDDT missing),
A0A523S1Q2,Found (pLDDT missing),
A0A523S2B6,Found (pLDDT missing),
A0A523S1Q5,Found (pLDDT missing),
A0A523S1U8,Found (pLDDT missing),
A0A523S1R8,Found (pLDDT missing),
A0A523S1S6,Found (pLDDT missing),
A0A523S1Q9,Found (pLDDT missing),
A0A523S2D0,Found (pLDDT missing),
A0A523S283,Found (pLDDT missing),
A0A523S1V4,Found (pLDDT missing),
A0A523S1R3,Found (pLDDT missing),
A0A523S1S7,Found (pLDDT missing),
A0A523S1T3,Found (pLDDT missing),
A0A523S1R9,Found (pLDDT missing),
A0A523S2E1,Found (pLDDT missing),
A0A523S1T1,Found (pLDDT missing),
A0A523S293,Found (pLDDT missing),
A0A523S1X4,Found (pLDDT missing),
A0A523S1S2,Found (pLDDT missing),
A0A523S1S4,Found (pLDDT missing),
A0A523S1T4,Found (pLDDT missing),
A0A523S1U4,Found (pLDDT missing),
A0A523S2E9,Found (pLDDT missing),
A0A523S1T0,Found (pLDDT missing),
A0A523S1Y6,Found (pLDDT missing),
A0A523S1T2,Found (pLDDT missing),
A0A523S1U2,Found (pLDDT missing),
A0A523S1V0,Found (pLDDT missing),
A0A523S1T8,Found (pLDDT missing),
A0A523S2G0,Found (pLDDT missing),
A0A523S1U6,Found (pLDDT missing),
A0A523S2A7,Found (pLDDT missing),
A0A523S211,Found (pLDDT missing),
A0A523S1Z3,Found (pLDDT missing),
A0A523S1U3,Found (pLDDT missing),
A0A523S1V5,Found (pLDDT missing),
A0A523S1U9,Found (pLDDT missing),
A0A523S2H1,Found (pLDDT missing),
A0A523S1V3,Found (pLDDT missing),
A0A523S2B7,Found (pLDDT missing),
A0A523S220,Found (pLDDT missing),
A0A523S1V2,Found (pLDDT missing),
A0A523S1W3,Found (pLDDT missing),
A0A523S1X7,Found (pLDDT missing),
A0A523S1V9,Found (pLDDT missing),
A0A523S2I0,Found (pLDDT missing),
A0A523S1W2,Found (pLDDT missing),
A0A523S2C5,Found (pLDDT missing),
A0A523S225,Found (pLDDT missing),
A0A523S1W1,Found (pLDDT missing),
A0A523S205,Found (pLDDT missing),
A0A523S1W4,Found (pLDDT missing),
A0A523S1X2,Found (pLDDT missing),
A0A523S1Y7,Found (pLDDT missing),
A0A523S1W5,Found (pLDDT missing),
A0A523S2I9,Found (pLDDT missing),
A0A523S1W6,Found (pLDDT missing),
A0A523S2D5,Found (pLDDT missing),
A0A523S235,Found (pLDDT missing),
A0A523S1W7,Found (pLDDT missing),
A0A523S213,Found (pLDDT missing),
A0A523S2K5,Found (pLDDT missing),
A0A523S1Y8,Found (pLDDT missing),
A0A523S2F4,Found (pLDDT missing),
A0A523S251,Found (pLDDT missing),
A0A523S1Y9,Found (pLDDT missing),
A0A523S224,Found (pLDDT missing),
A0A523S1Z0,Found (pLDDT missing),
A0A523S1Z9,Found (pLDDT missing),
A0A523S2L4,Found (pLDDT missing),
A0A523S1Z6,Found (pLDDT missing),
A0A523S2G2,Found (pLDDT missing),
A0A523S260,Found (pLDDT missing),
A0A523S1Z7,Found (pLDDT missing),
A0A523S228,Found (pLDDT missing),
A0A523S215,Found (pLDDT missing),
A0A523S217,Found (pLDDT missing),
A0A523S2M3,Found (pLDDT missing),
A0A523S203,Found (pLDDT missing),
A0A523S2H2,Found (pLDDT missing),
A0A523S268,Found (pLDDT missing),
A0A523S202,Found (pLDDT missing),
A0A523S233,Found (pLDDT missing),
A0A523S227,Found (pLDDT missing),
A0A523S218,Found (pLDDT missing),
A0A523S261,Found (pLDDT missing),
A0A523S226,Found (pLDDT missing),
A0A523S2N2,Found (pLDDT missing),
A0A523S212,Found (pLDDT missing),
A0A523S271,Found (pLDDT missing),
A0A523S231,Found (pLDDT missing),
A0A523S2N6,Found (pLDDT missing),
A0A523S222,Found (pLDDT missing),
A0A523S2J0,Found (pLDDT missing),
A0A523S287,Found (pLDDT missing),
A0A523S214,Found (pLDDT missing),
A0A523S244,Found (pLDDT missing),
A0A523S239,Found (pLDDT missing),
A0A523S250,Found (pLDDT missing),
A0A523S281,Found (pLDDT missing),
A0A523S253,Found (pLDDT missing),
A0A523S2P5,Found (pLDDT missing),
A0A523S2J9,Found (pLDDT missing),
A0A523S296,Found (pLDDT missing),
A0A523S230,Found (pLDDT missing),
A0A523S291,Found (pLDDT missing),
A0A523S246,Found (pLDDT missing),
A0A523S2L0,Found (pLDDT missing),
A0A523S2A5,Found (pLDDT missing),
A0A523S273,Found (pLDDT missing),
A0A523S2A2,Found (pLDDT missing),
A0A523S272,Found (pLDDT missing),
A0A523S2R8,Found (pLDDT missing),
A0A523S257,Found (pLDDT missing),
A0A523S2M0,Found (pLDDT missing),
A0A523S2B1,Found (pLDDT missing),
A0A523S258,Found (pLDDT missing),
A0A523S284,Found (pLDDT missing),
A0A523S2B0,Found (pLDDT missing),
A0A523S278,Found (pLDDT missing),
A0A523S2S8,Found (pLDDT missing),
A0A523S269,Found (pLDDT missing),
A0A523S2M9,Found (pLDDT missing),
