Orthogroup	GCA_000320725.1	GCA_000838105.1	GCA_000839605.1	GCA_000839765.1	GCA_000841005.1	GCA_000844425.1	GCA_000844885.1	GCA_000846105.1	GCA_000846905.1	GCA_000847045.1	GCA_000848865.1	GCA_000865825.1	GCA_000865845.1	GCA_000867605.1	GCA_000867825.1	GCA_000868565.1	GCA_000869125.1	GCA_000869685.1	GCA_000871245.1	GCA_000871485.1	GCA_000872425.2	GCA_000873685.1	GCA_000874805.1	GCA_000881595.1	GCA_000885975.1	GCA_000887095.1	GCA_000887855.1	GCA_000888735.1	GCA_000888835.1	GCA_000889395.1	GCA_000889515.1	GCA_000890375.1	GCA_000891235.1	GCA_000893455.1	GCA_000893915.1	GCA_000893915.2	GCA_000897115.1	GCA_000903055.1	GCA_000904035.1	GCA_000905435.1	GCA_000906035.1	GCA_000906615.1	GCA_000909775.1	GCA_000911655.1	GCA_000911955.1	GCA_000914535.1	GCA_000915575.1	GCA_000916235.1	GCA_000916835.1	GCA_000917075.1	GCA_000918955.1	GCA_000923155.1	GCA_000924835.1	GCA_000928575.1	GCA_001274405.1	GCA_001399225.1	GCA_001399265.1	GCA_001399285.1	GCA_001430035.1	GCA_001430255.1	GCA_001430455.1	GCA_001430655.1	GCA_001448375.1	GCA_001500815.1	GCA_001503855.1	GCA_001551185.1	GCA_001579395.1	GCA_001602085.1	GCA_001654305.1	GCA_001678255.1	GCA_001717415.1	GCA_001806195.1	GCA_001887825.1	GCA_001974475.1	GCA_001995575.1	GCA_002005685.1	GCA_002114025.1	GCA_002614085.1	GCA_002614105.1	GCA_002818865.1	GCA_002818885.1	GCA_002826565.1	GCA_002826585.1	GCA_002826605.1	GCA_002826725.1	GCA_002827565.1	GCA_002827585.1	GCA_002827605.1	GCA_002827625.1	GCA_002827645.1	GCA_002827665.1	GCA_002827685.1	GCA_002827705.1	GCA_002827725.1	GCA_002827745.1	GCA_002833625.1	GCA_002833685.1	GCA_002833765.1	GCA_002833785.1	GCA_002833805.1	GCA_002833825.1	GCA_002892525.1	GCA_002924545.1	GCA_002924555.1	GCA_002937195.1	GCA_002966195.1	GCA_002966215.1	GCA_002966235.1	GCA_002966255.1	GCA_002966275.1	GCA_002966295.1	GCA_002966315.1	GCA_002966335.1	GCA_002966345.1	GCA_002966355.1	GCA_002966365.1	GCA_002966375.1	GCA_002966385.1	GCA_002966395.1	GCA_002966405.1	GCA_002966415.1	GCA_002966425.1	GCA_002966435.1	GCA_002966445.1	GCA_002966455.1	GCA_002966465.1	GCA_002966475.2	GCA_002966485.2	GCA_003033105.1	GCA_003051125.1	GCA_003051145.1	GCA_003051165.1	GCA_003051185.1	GCA_003051205.1	GCA_003051225.1	GCA_003051645.1	GCA_003051685.1	GCA_003051705.1	GCA_003069485.1	GCA_003071505.1	GCA_003093215.1	GCA_003093235.1	GCA_003093255.1	GCA_003093275.1	GCA_003093295.1	GCA_003093315.1	GCA_003093335.1	GCA_003093355.1	GCA_003093375.1	GCA_003093395.1	GCA_003093415.1	GCA_003093435.1	GCA_003093455.1	GCA_003093475.1	GCA_003093495.1	GCA_003093515.1	GCA_003093535.1	GCA_003093555.1	GCA_003093575.1	GCA_003093595.1	GCA_003093615.1	GCA_003093635.1	GCA_003093655.1	GCA_003093675.1	GCA_003093695.1	GCA_003093715.1	GCA_003093735.1	GCA_003093755.1	GCA_003093775.1	GCA_003093795.1	GCA_003093815.1	GCA_003093835.1	GCA_003093855.1	GCA_003225875.1	GCA_003225935.1	GCA_003225975.1	GCA_003226015.1	GCA_003226055.1	GCA_003233895.1	GCA_003233915.1	GCA_003233935.1	GCA_003258235.1	GCA_003328545.1	GCA_003328565.1	GCA_003328585.1	GCA_003328605.1	GCA_003333125.1	GCA_003333145.1	GCA_003333165.1	GCA_003333185.1	GCA_003333205.1	GCA_003333225.1	GCA_003333245.1	GCA_003726615.1	GCA_003814025.1	GCA_003814045.1	GCA_003814065.1	GCA_003814085.1	GCA_003814105.1	GCA_003814125.1	GCA_003814145.1	GCA_003814165.1	GCA_003814185.1	GCA_003814205.1	GCA_003814225.1	GCA_003814265.1	GCA_003815115.1	GCA_003815135.1	GCA_003815155.1	GCA_004131025.1	GCA_004151645.2	GCA_004156275.1	GCA_004156295.1	GCA_004788555.1	GCA_006118515.1	GCA_006449455.1	GCA_006449475.1	GCA_006449495.1	GCA_006449655.1	GCA_006449695.1	GCA_006450455.1	GCA_006450515.1	GCA_006450685.1	GCA_006450755.1	GCA_006450775.1	GCA_006450795.1	GCA_006451095.1	GCA_006451505.1	GCA_006451625.1	GCA_006451655.1	GCA_006451765.1	GCA_006451795.1	GCA_006451855.1	GCA_006451895.1	GCA_006451955.1	GCA_006452115.1	GCA_006452135.1	GCA_006452155.1	GCA_006457375.3	GCA_006457465.1	GCA_006457485.1	GCA_006457505.1	GCA_006457525.1	GCA_006457685.1	GCA_006457705.1	GCA_006457745.1	GCA_006457865.1	GCA_006457885.1	GCA_006457945.1	GCA_006458085.1	GCA_006458125.1	GCA_006458485.1	GCA_006458685.1	GCA_006458705.1	GCA_006458785.1	GCA_006465445.1	GCA_006465465.1	GCA_006465505.1	GCA_006465545.1	GCA_006465685.1	GCA_006466025.1	GCA_006471825.1	GCA_006471845.1	GCA_006472045.1	GCA_006472065.1	GCA_006472105.1	GCA_006472125.1	GCA_006472165.1	GCA_006472245.1	GCA_006472265.1	GCA_006472285.1	GCA_006472305.1	GCA_006472325.1	GCA_006472365.1	GCA_006472405.1	GCA_006472465.1	GCA_006472485.1	GCA_006472525.1	GCA_007832555.1	GCA_007832575.1	GCA_007832595.1	GCA_007832615.1	GCA_007832635.1	GCA_007832655.1	GCA_007832675.1	GCA_007832695.1	GCA_007832715.1	GCA_007832735.1	GCA_007832755.1	GCA_007832775.1	GCA_007832795.1	GCA_007832815.1	GCA_007832835.1	GCA_007832855.1	GCA_007832875.1	GCA_007832895.1	GCA_007832915.1	GCA_007832935.1	GCA_007832955.1	GCA_007832975.1	GCA_007832995.1	GCA_007833015.1	GCA_007833035.1	GCA_007833055.1	GCA_007833075.1	GCA_007833095.1	GCA_007998595.1	GCA_007998615.1	GCA_007998635.1	GCA_007998655.1	GCA_007998675.1	GCA_007998695.1	GCA_007998715.1	GCA_007998735.1	GCA_007998755.1	GCA_007998775.1	GCA_007998795.1	GCA_007998815.1	GCA_007998835.1	GCA_007998855.1	GCA_007998875.1	GCA_007998895.1	GCA_007998915.1	GCA_007998935.1	GCA_010974645.1	GCA_010974655.1	GCA_010974665.1	GCA_010974675.1	GCA_010974685.1	GCA_010974695.1	GCA_010974705.1	GCA_011559005.1	GCA_011604415.1	GCA_011604425.1	GCA_011604435.1	GCA_011894875.1	GCA_012923495.1	GCA_013088635.1	GCA_013088675.1	GCA_013122635.1	GCA_013122655.1	GCA_013187195.1	GCA_013187205.1	GCA_013187215.1	GCA_013187225.1	GCA_013187235.1	GCA_013187245.1	GCA_013187255.1	GCA_013267925.1	GCA_013306605.1	GCA_013306615.1	GCA_013306625.1	GCA_013306635.1	GCA_013306645.1	GCA_013306665.1	GCA_013306685.1	GCA_013306705.1	GCA_013354225.1	GCA_013490715.1	GCA_014514145.1	GCA_014514155.1	GCA_014514205.1	GCA_014514235.1	GCA_014514245.1	GCA_014514255.1	GCA_014514305.1	GCA_014514315.1	GCA_014514345.1	GCA_014514375.1	GCA_014514405.1	GCA_014514415.1	GCA_014514445.1	GCA_014514495.1	GCA_014514525.1	GCA_014858805.1	GCA_016103525.1	GCA_016103535.1	GCA_016455495.1	GCA_016467525.1	GCA_016583485.1	GCA_016811285.1	GCA_016811295.1	GCA_017654225.1	GCA_018448615.1	GCA_018448625.1	GCA_018591055.1	GCA_019176245.1	GCA_019176255.1	GCA_019333625.1	GCA_021351675.1	GCA_021351685.1	GCA_022585115.1	GCA_022694475.2	GCA_023148555.1	GCA_024266865.1	GCA_024637765.1	GCA_024703195.1	GCA_024723245.1	GCA_024735215.1	GCA_025838275.1	GCA_026411265.1	GCA_026411275.1	GCA_026411285.1	GCA_027183835.1	GCA_027183865.1	GCA_027571825.1	GCA_027920715.1	GCA_029269695.1	GCA_029376335.1	GCA_029885335.1	GCA_029891415.1	GCA_029982575.1	GCA_030143515.1	GCA_030515945.1	GCA_031190075.1	GCA_031198525.1	GCA_031199635.1	GCA_031200085.1	GCA_031200605.1	GCA_031201865.1	GCA_031232825.1	GCA_031242955.1	GCA_031246425.1	GCA_031259775.1	GCA_031264575.1	GCA_031264615.1	GCA_031281425.1	GCA_031287495.1	GCA_031301755.1	GCA_031308775.1	GCA_031310605.1	GCA_031310675.1	GCA_031319315.1	GCA_031320165.1	GCA_031322145.1	GCA_031322225.1	GCA_031781565.1	GCA_032138105.1	GCA_036418385.1	GCA_036418395.1	GCA_036418505.1	GCA_036418515.1	GCA_036979605.1	GCA_038022575.1	GCA_038022855.1	GCA_038022865.1	GCA_900176665.1	GCA_900205285.1	GCA_900323535.1	GCA_900323555.1	GCA_900573915.1
OG0012308																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40400.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012309																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40401.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012310																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40403.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012311																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40411.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012312																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40421.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012313																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40424.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012314																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40425.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012315																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40429.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012316																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40431.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012317																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40435.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012318																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40437.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012319																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40440.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012320																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40444.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012321																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40449.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012322																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40455.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012323																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40457.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012324																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40473.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012325																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40486.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012326																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40491.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012327																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40498.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012328																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40501.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012329																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40503.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012330																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40508.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012331																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40512.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012332																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40520.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012333																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40523.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012334																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40536.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012335																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40541.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012336																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40543.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012337																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40552.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012338																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40553.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012339																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40555.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012340																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40559.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012341																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40571.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012342																																																																																																																																																																																																																																																																																																																																																																																																																																																	UUT40575.1|GCA_031319315.1|carnivorous_sponge_associated_iridovirus																		
OG0012343																																																																																																																																																																																																																																																																																																																																																																																																																																																			WBR14239.1|GCA_031322145.1|Pandoravirus_kuranda																
OG0012344																																																																																																																																																																																																																																																																																																																																																																																																																																																			WBR14245.1|GCA_031322145.1|Pandoravirus_kuranda|annotated|orphan_protein																
OG0012345																																																																																																																																																																																																																																																																																																																																																																																																																																																			WBR14343.1|GCA_031322145.1|Pandoravirus_kuranda																
OG0012346																																																																																																																																																																																																																																																																																																																																																																																																																																																			WBR14464.1|GCA_031322145.1|Pandoravirus_kuranda|annotated|orphan_protein																
OG0012347																																																																																																																																																																																																																																																																																																																																																																																																																																																			WBR14569.1|GCA_031322145.1|Pandoravirus_kuranda|annotated|orphan_protein																
OG0012348																																																																																																																																																																																																																																																																																																																																																																																																																																																			WBR14698.1|GCA_031322145.1|Pandoravirus_kuranda																
OG0012349																																																																																																																																																																																																																																																																																																																																																																																																																																																			WBR14856.1|GCA_031322145.1|Pandoravirus_kuranda|annotated|fascinlike_domaincontaining_protein																
OG0012350																																																																																																																																																																																																																																																																																																																																																																																																																																																										WRW24677.1|GCA_036418515.1|Singapore_grouper_iridovirus									
OG0012351																																																																																																																																																																																																																																																																																																																																																																																																																																																											WWE87287.1|GCA_036979605.1|Frog_virus_3								
OG0012352																																																																																																																																																																																																																																																																																																																																																																																																																																																											WWE87294.1|GCA_036979605.1|Frog_virus_3								
OG0012353																																																																																																																																																																																																																																																																																																																																																																																																																																																															SME64988.1|GCA_900176665.1|Faustovirus_ST1|annotated|220_kDa_polyprotein				
OG0012354																																																																																																																																																																																																																																																																																																																																																																																																																																																															SME64989.1|GCA_900176665.1|Faustovirus_ST1|annotated|220_kDa_polyprotein				
OG0012355																																																																																																																																																																																																																																																																																																																																																																																																																																																															SME64990.1|GCA_900176665.1|Faustovirus_ST1|annotated|220_kDa_polyprotein				
OG0012356																																																																																																																																																																																																																																																																																																																																																																																																																																																															SME64991.1|GCA_900176665.1|Faustovirus_ST1|annotated|220_kDa_polyprotein				
OG0012357																																																																																																																																																																																																																																																																																																																																																																																																																																																															SME64992.1|GCA_900176665.1|Faustovirus_ST1|annotated|220_kDa_polyprotein				
OG0012358																																																																																																																																																																																																																																																																																																																																																																																																																																																																SOB74361.1|GCA_900205285.1|Cedratvirus_lausannensis			
OG0012359																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SPN78960.1|GCA_900323535.1|Brazilian_cedratvirus_IHUMI|annotated|Transmembrane_domaincontaining_protein		
OG0012360																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SPN78995.1|GCA_900323535.1|Brazilian_cedratvirus_IHUMI		
OG0012361																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SPN79029.1|GCA_900323535.1|Brazilian_cedratvirus_IHUMI		
OG0012362																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SPN79074.1|GCA_900323535.1|Brazilian_cedratvirus_IHUMI		
OG0012363																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SPN79115.1|GCA_900323535.1|Brazilian_cedratvirus_IHUMI		
OG0012364																																																																																																																																																																																																																																																																																																																																																																																																																																																																		SPN78882.1|GCA_900323555.1|Cedratvirus_Zaza_IHUMI	
OG0012365																																																																																																																																																																																																																																																																																																																																																																																																																																																																		SPN78888.1|GCA_900323555.1|Cedratvirus_Zaza_IHUMI	
OG0012366																																																																																																																																																																																																																																																																																																																																																																																																																																																																		SPN79272.1|GCA_900323555.1|Cedratvirus_Zaza_IHUMI	
OG0012367																																																																																																																																																																																																																																																																																																																																																																																																																																																																		SPN79543.1|GCA_900323555.1|Cedratvirus_Zaza_IHUMI|annotated|Ankyrin_repeatcontaining_protein	
OG0012368																																																																																																																																																																																																																																																																																																																																																																																																																																																																		SPN79644.1|GCA_900323555.1|Cedratvirus_Zaza_IHUMI	
OG0012369																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17539.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012370																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17540.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012371																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17547.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012372																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17550.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012373																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17555.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012374																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17559.1|GCA_900573915.1|Yasminevirus_sp._GU-2018|annotated|rhomboiddomaincontaining_protein
OG0012375																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17560.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012376																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17563.1|GCA_900573915.1|Yasminevirus_sp._GU-2018|annotated|T9SS_Cterminal_target_domaincontaining_protein
OG0012377																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17564.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012378																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17567.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012379																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17572.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012380																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17581.1|GCA_900573915.1|Yasminevirus_sp._GU-2018|annotated|GNAT_family_Nacetyltransferase_partial
OG0012381																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17583.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012382																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17586.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012383																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17593.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012384																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17598.1|GCA_900573915.1|Yasminevirus_sp._GU-2018|annotated|ulilysin_partial
OG0012385																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17601.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012386																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17602.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012387																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17607.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012388																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17608.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012389																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17611.1|GCA_900573915.1|Yasminevirus_sp._GU-2018|annotated|Ubiquitinconjugating_enzyme_E2_Z_partial
OG0012390																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17612.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012391																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17617.1|GCA_900573915.1|Yasminevirus_sp._GU-2018|annotated|2nitropropane_dioxygenase
OG0012392																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17618.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
OG0012393																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VBB17620.1|GCA_900573915.1|Yasminevirus_sp._GU-2018
